,location,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million
43,Afghanistan,AFG,2021-04-06,,,,,3000.0,,,,77.0
44,Afghanistan,AFG,2021-04-07,120000.0,120000.0,,,3000.0,0.31,0.31,,77.0
45,Afghanistan,AFG,2021-04-08,,,,,3714.0,,,,95.0
46,Afghanistan,AFG,2021-04-09,,,,,4429.0,,,,114.0
47,Afghanistan,AFG,2021-04-10,,,,,5143.0,,,,132.0
48,Afghanistan,AFG,2021-04-11,,,,,5857.0,,,,150.0
49,Afghanistan,AFG,2021-04-12,,,,,6571.0,,,,169.0
50,Afghanistan,AFG,2021-04-13,,,,,7286.0,,,,187.0
51,Afghanistan,AFG,2021-04-14,,,,,8000.0,,,,206.0
52,Afghanistan,AFG,2021-04-15,,,,,8000.0,,,,206.0
53,Afghanistan,AFG,2021-04-16,,,,,8000.0,,,,206.0
54,Afghanistan,AFG,2021-04-17,,,,,8000.0,,,,206.0
55,Afghanistan,AFG,2021-04-18,,,,,8000.0,,,,206.0
56,Afghanistan,AFG,2021-04-19,,,,,8000.0,,,,206.0
57,Afghanistan,AFG,2021-04-20,,,,,8000.0,,,,206.0
58,Afghanistan,AFG,2021-04-21,,,,,8000.0,,,,206.0
59,Afghanistan,AFG,2021-04-22,240000.0,240000.0,,,8000.0,0.62,0.62,,206.0
60,Africa,OWID_AFR,2021-01-09,0.0,0.0,,,,0.0,0.0,,
61,Africa,OWID_AFR,2021-01-10,,,,,500.0,,,,0.0
62,Africa,OWID_AFR,2021-01-11,,,,,500.0,,,,0.0
63,Africa,OWID_AFR,2021-01-12,,,,,500.0,,,,0.0
64,Africa,OWID_AFR,2021-01-13,2000.0,2000.0,,,500.0,0.0,0.0,,0.0
65,Africa,OWID_AFR,2021-01-14,,,,,600.0,,,,0.0
66,Africa,OWID_AFR,2021-01-15,4000.0,4000.0,,,667.0,0.0,0.0,,0.0
67,Africa,OWID_AFR,2021-01-16,7000.0,7000.0,,3000.0,1000.0,0.0,0.0,,1.0
68,Africa,OWID_AFR,2021-01-17,,,,,1118.0,,,,1.0
69,Africa,OWID_AFR,2021-01-18,,,,,1236.0,,,,1.0
70,Africa,OWID_AFR,2021-01-19,10976.0,10976.0,,,1354.0,0.0,0.0,,1.0
71,Africa,OWID_AFR,2021-01-20,13163.0,13163.0,,2187.0,1595.0,0.0,0.0,,1.0
72,Africa,OWID_AFR,2021-01-21,,,,,1718.0,,,,1.0
73,Africa,OWID_AFR,2021-01-22,16890.0,16890.0,,,1841.0,0.0,0.0,,1.0
74,Africa,OWID_AFR,2021-01-23,18353.0,18353.0,,1463.0,1622.0,0.0,0.0,,1.0
75,Africa,OWID_AFR,2021-01-24,18353.0,18353.0,,0.0,1433.0,0.0,0.0,,1.0
76,Africa,OWID_AFR,2021-01-25,19889.0,19889.0,,1536.0,1463.0,0.0,0.0,,1.0
77,Africa,OWID_AFR,2021-01-26,22712.0,22712.0,,2823.0,1677.0,0.0,0.0,,1.0
78,Africa,OWID_AFR,2021-01-27,25587.0,25587.0,,2875.0,1775.0,0.0,0.0,,1.0
79,Africa,OWID_AFR,2021-01-28,28779.0,28779.0,,3192.0,1965.0,0.0,0.0,,1.0
80,Africa,OWID_AFR,2021-01-29,30861.0,30861.0,,2082.0,1996.0,0.0,0.0,,1.0
81,Africa,OWID_AFR,2021-01-30,122206.0,32176.0,,91345.0,14836.0,0.01,0.0,,11.0
82,Africa,OWID_AFR,2021-01-31,158206.0,32176.0,,36000.0,19979.0,0.01,0.0,,15.0
83,Africa,OWID_AFR,2021-02-01,236712.0,36601.0,,78506.0,30975.0,0.02,0.0,,23.0
84,Africa,OWID_AFR,2021-02-02,295127.0,37806.0,,58415.0,38916.0,0.02,0.0,,29.0
85,Africa,OWID_AFR,2021-02-03,347149.0,38716.0,5.0,52022.0,45937.0,0.03,0.0,0.0,34.0
86,Africa,OWID_AFR,2021-02-04,390474.0,38716.0,5.0,43325.0,51671.0,0.03,0.0,0.0,39.0
87,Africa,OWID_AFR,2021-02-05,446986.0,38716.0,5.0,56512.0,59446.0,0.03,0.0,0.0,44.0
88,Africa,OWID_AFR,2021-02-06,504800.0,39218.0,1586.0,57814.0,54656.0,0.04,0.0,0.0,41.0
89,Africa,OWID_AFR,2021-02-07,,,,,55849.0,,,,42.0
90,Africa,OWID_AFR,2021-02-08,593502.0,39343.0,3980.0,,50970.0,0.04,0.0,0.0,38.0
91,Africa,OWID_AFR,2021-02-09,661263.0,39352.0,6700.0,67761.0,52305.0,0.05,0.0,0.0,39.0
92,Africa,OWID_AFR,2021-02-10,795836.0,39355.0,10335.0,134573.0,64098.0,0.06,0.0,0.0,48.0
93,Africa,OWID_AFR,2021-02-11,908796.0,39581.0,13867.0,112960.0,74046.0,0.07,0.0,0.0,55.0
94,Africa,OWID_AFR,2021-02-12,1165581.0,39581.0,13867.0,256785.0,102656.0,0.09,0.0,0.0,77.0
95,Africa,OWID_AFR,2021-02-13,1446178.0,43428.0,14181.0,280597.0,134483.0,0.11,0.0,0.0,100.0
96,Africa,OWID_AFR,2021-02-14,,,,,151062.0,,,,113.0
97,Africa,OWID_AFR,2021-02-15,1766999.0,43437.0,16441.0,,167642.0,0.13,0.0,0.0,125.0
98,Africa,OWID_AFR,2021-02-16,1965819.0,43444.0,18176.0,198820.0,186365.0,0.15,0.0,0.0,139.0
99,Africa,OWID_AFR,2021-02-17,2147659.0,47104.0,19512.0,181840.0,193118.0,0.16,0.0,0.0,144.0
100,Africa,OWID_AFR,2021-02-18,2303964.0,50146.0,22925.0,156305.0,199310.0,0.17,0.0,0.0,149.0
101,Africa,OWID_AFR,2021-02-19,2513999.0,2412533.0,32990.0,210035.0,192631.0,0.19,0.18,0.0,144.0
102,Africa,OWID_AFR,2021-02-20,2616931.0,2506856.0,45489.0,102932.0,167250.0,0.2,0.19,0.0,125.0
103,Africa,OWID_AFR,2021-02-21,2622421.0,2512346.0,50463.0,5490.0,145119.0,0.2,0.19,0.0,108.0
104,Africa,OWID_AFR,2021-02-22,2745898.0,2625632.0,68325.0,123477.0,139843.0,0.2,0.2,0.01,104.0
105,Africa,OWID_AFR,2021-02-23,2854362.0,2724750.0,86927.0,108464.0,126935.0,0.21,0.2,0.01,95.0
106,Africa,OWID_AFR,2021-02-24,3153546.0,3017856.0,102499.0,299184.0,143698.0,0.24,0.23,0.01,107.0
107,Africa,OWID_AFR,2021-02-25,3434869.0,3292724.0,119792.0,281323.0,161558.0,0.26,0.25,0.01,121.0
108,Africa,OWID_AFR,2021-02-26,3677524.0,3482568.0,183604.0,242655.0,166218.0,0.27,0.26,0.01,124.0
109,Africa,OWID_AFR,2021-02-27,3866267.0,3605812.0,252758.0,188743.0,178477.0,0.29,0.27,0.02,133.0
110,Africa,OWID_AFR,2021-02-28,3873994.0,3613539.0,255982.0,7727.0,178796.0,0.29,0.27,0.02,133.0
111,Africa,OWID_AFR,2021-03-01,4091848.0,3759638.0,330257.0,217854.0,192279.0,0.31,0.28,0.02,143.0
112,Africa,OWID_AFR,2021-03-02,4252773.0,3859686.0,394124.0,160925.0,199773.0,0.32,0.29,0.03,149.0
113,Africa,OWID_AFR,2021-03-03,4424168.0,3963877.0,468861.0,171395.0,181517.0,0.33,0.3,0.03,135.0
114,Africa,OWID_AFR,2021-03-04,4570159.0,4057507.0,529681.0,145991.0,162184.0,0.34,0.3,0.04,121.0
115,Africa,OWID_AFR,2021-03-05,4808230.0,4208668.0,624742.0,238071.0,161529.0,0.36,0.31,0.05,120.0
116,Africa,OWID_AFR,2021-03-06,5013197.0,4334635.0,705135.0,204967.0,163847.0,0.37,0.32,0.05,122.0
117,Africa,OWID_AFR,2021-03-07,5053898.0,4375336.0,705135.0,40701.0,168558.0,0.38,0.33,0.05,126.0
118,Africa,OWID_AFR,2021-03-08,5402174.0,4649256.0,779759.0,348276.0,187189.0,0.4,0.35,0.06,140.0
119,Africa,OWID_AFR,2021-03-09,5542597.0,4723917.0,850734.0,140423.0,184261.0,0.41,0.35,0.06,137.0
120,Africa,OWID_AFR,2021-03-10,5882799.0,4926631.0,1010055.0,340202.0,208376.0,0.44,0.37,0.08,155.0
121,Africa,OWID_AFR,2021-03-11,6071207.0,4997092.0,1137129.0,188408.0,214435.0,0.45,0.37,0.08,160.0
122,Africa,OWID_AFR,2021-03-12,6381226.0,5054231.0,1397210.0,310019.0,224714.0,0.48,0.38,0.1,168.0
123,Africa,OWID_AFR,2021-03-13,6784874.0,5211100.0,1644318.0,403648.0,253097.0,0.51,0.39,0.12,189.0
124,Africa,OWID_AFR,2021-03-14,6801397.0,5227623.0,1644318.0,16523.0,249643.0,0.51,0.39,0.12,186.0
125,Africa,OWID_AFR,2021-03-15,7194432.0,5324518.0,1942667.0,393035.0,256037.0,0.54,0.4,0.14,191.0
126,Africa,OWID_AFR,2021-03-16,7429911.0,5365673.0,2146524.0,235479.0,269616.0,0.55,0.4,0.16,201.0
127,Africa,OWID_AFR,2021-03-17,7631610.0,5412287.0,2312736.0,201699.0,249830.0,0.57,0.4,0.17,186.0
128,Africa,OWID_AFR,2021-03-18,7819050.0,5599476.0,2321849.0,187440.0,249692.0,0.58,0.42,0.17,186.0
129,Africa,OWID_AFR,2021-03-19,8101883.0,5671305.0,2563824.0,282833.0,245808.0,0.6,0.42,0.19,183.0
130,Africa,OWID_AFR,2021-03-20,8194242.0,5692632.0,2634856.0,92359.0,201338.0,0.61,0.42,0.2,150.0
131,Africa,OWID_AFR,2021-03-21,8215790.0,5714180.0,2634856.0,21548.0,202056.0,0.61,0.43,0.2,151.0
132,Africa,OWID_AFR,2021-03-22,8338031.0,5742779.0,2728498.0,122241.0,163371.0,0.62,0.43,0.2,122.0
133,Africa,OWID_AFR,2021-03-23,8484254.0,5816994.0,2820695.0,146223.0,150620.0,0.63,0.43,0.21,112.0
134,Africa,OWID_AFR,2021-03-24,9420365.0,6497947.0,3089404.0,936111.0,255536.0,0.7,0.48,0.23,191.0
135,Africa,OWID_AFR,2021-03-25,9707955.0,6557623.0,3329639.0,287590.0,269844.0,0.72,0.49,0.25,201.0
136,Africa,OWID_AFR,2021-03-26,9976483.0,6663052.0,3503611.0,268528.0,267800.0,0.74,0.5,0.26,200.0
137,Africa,OWID_AFR,2021-03-27,10302320.0,6886943.0,3606160.0,325837.0,301154.0,0.77,0.51,0.27,225.0
138,Africa,OWID_AFR,2021-03-28,10561169.0,7143129.0,3608823.0,258849.0,335054.0,0.79,0.53,0.27,250.0
139,Africa,OWID_AFR,2021-03-29,10774084.0,7229895.0,3743032.0,212915.0,348008.0,0.8,0.54,0.28,260.0
140,Africa,OWID_AFR,2021-03-30,10970869.0,7311247.0,3870507.0,196785.0,355231.0,0.82,0.55,0.29,265.0
141,Africa,OWID_AFR,2021-03-31,11474901.0,7668733.0,3995046.0,504032.0,293505.0,0.86,0.57,0.3,219.0
142,Africa,OWID_AFR,2021-04-01,11728478.0,7825046.0,4097534.0,253577.0,288646.0,0.87,0.58,0.31,215.0
143,Africa,OWID_AFR,2021-04-02,11882242.0,7902029.0,4174315.0,153764.0,272251.0,0.89,0.59,0.31,203.0
144,Africa,OWID_AFR,2021-04-03,12017481.0,7985573.0,4226010.0,135239.0,245023.0,0.9,0.6,0.32,183.0
145,Africa,OWID_AFR,2021-04-04,12081433.0,8055695.0,4226286.0,63952.0,217181.0,0.9,0.6,0.32,162.0
146,Africa,OWID_AFR,2021-04-05,12234935.0,8150843.0,4285887.0,153502.0,208693.0,0.91,0.61,0.32,156.0
147,Africa,OWID_AFR,2021-04-06,12574235.0,8446072.0,4333471.0,339300.0,229052.0,0.94,0.63,0.32,171.0
148,Africa,OWID_AFR,2021-04-07,12963445.0,8768079.0,4399275.0,389210.0,212649.0,0.97,0.65,0.33,159.0
149,Africa,OWID_AFR,2021-04-08,13696926.0,9034710.0,4443029.0,733481.0,281207.0,1.02,0.67,0.33,210.0
150,Africa,OWID_AFR,2021-04-09,13852001.0,9161918.0,4477590.0,155075.0,281394.0,1.03,0.68,0.33,210.0
151,Africa,OWID_AFR,2021-04-10,14011927.0,9283277.0,4516913.0,159926.0,284921.0,1.05,0.69,0.34,213.0
152,Africa,OWID_AFR,2021-04-11,14161313.0,9418360.0,4531216.0,149386.0,297126.0,1.06,0.7,0.34,222.0
153,Africa,OWID_AFR,2021-04-12,14270732.0,9529277.0,4533116.0,109419.0,290828.0,1.06,0.71,0.34,217.0
154,Africa,OWID_AFR,2021-04-13,14370176.0,9618712.0,4545961.0,99444.0,256563.0,1.07,0.72,0.34,191.0
155,Africa,OWID_AFR,2021-04-14,14730589.0,9966612.0,4558689.0,360413.0,252449.0,1.1,0.74,0.34,188.0
156,Africa,OWID_AFR,2021-04-15,14854442.0,10054492.0,4587573.0,123853.0,165359.0,1.11,0.75,0.34,123.0
157,Africa,OWID_AFR,2021-04-16,15082678.0,10269452.0,4600849.0,228236.0,175811.0,1.13,0.77,0.34,131.0
158,Africa,OWID_AFR,2021-04-17,15381171.0,10560814.0,4607980.0,298493.0,195606.0,1.15,0.79,0.34,146.0
159,Africa,OWID_AFR,2021-04-18,15948848.0,11106211.0,4630260.0,567677.0,255362.0,1.19,0.83,0.35,190.0
160,Africa,OWID_AFR,2021-04-19,16164747.0,11303749.0,4648621.0,215899.0,270574.0,1.21,0.84,0.35,202.0
161,Africa,OWID_AFR,2021-04-20,16331054.0,11454772.0,4663905.0,166307.0,280125.0,1.22,0.85,0.35,209.0
162,Africa,OWID_AFR,2021-04-21,16543626.0,11651166.0,4680083.0,212572.0,259005.0,1.23,0.87,0.35,193.0
163,Africa,OWID_AFR,2021-04-22,16647988.0,11737351.0,4698260.0,104362.0,256221.0,1.24,0.88,0.35,191.0
164,Africa,OWID_AFR,2021-04-23,16834141.0,11902750.0,4719014.0,186153.0,250209.0,1.26,0.89,0.35,187.0
165,Africa,OWID_AFR,2021-04-24,16889141.0,11948595.0,4728169.0,55000.0,215424.0,1.26,0.89,0.35,161.0
166,Africa,OWID_AFR,2021-04-25,16968205.0,12014621.0,4741207.0,79064.0,145622.0,1.27,0.9,0.35,109.0
167,Africa,OWID_AFR,2021-04-26,17067289.0,12098726.0,4756186.0,99084.0,128935.0,1.27,0.9,0.35,96.0
168,Africa,OWID_AFR,2021-04-27,17236165.0,12240568.0,4783220.0,168876.0,129302.0,1.29,0.91,0.36,96.0
169,Africa,OWID_AFR,2021-04-28,18292992.0,12616234.0,4828426.0,1056827.0,249909.0,1.36,0.94,0.36,186.0
170,Africa,OWID_AFR,2021-04-29,18399495.0,12680690.0,4851782.0,106503.0,250215.0,1.37,0.95,0.36,187.0
171,Africa,OWID_AFR,2021-04-30,18549514.0,12809588.0,4881772.0,150019.0,245053.0,1.38,0.96,0.36,183.0
172,Africa,OWID_AFR,2021-05-01,18673102.0,12887111.0,4894776.0,123588.0,254852.0,1.39,0.96,0.37,190.0
173,Africa,OWID_AFR,2021-05-02,18723918.0,12923189.0,4903307.0,50816.0,250816.0,1.4,0.96,0.37,187.0
174,Africa,OWID_AFR,2021-05-03,18876394.0,13016656.0,4945568.0,152476.0,258444.0,1.41,0.97,0.37,193.0
175,Africa,OWID_AFR,2021-05-04,19152060.0,13213587.0,5022076.0,275666.0,273699.0,1.43,0.99,0.37,204.0
176,Africa,OWID_AFR,2021-05-05,19315849.0,13336026.0,5054990.0,163789.0,146122.0,1.44,0.99,0.38,109.0
177,Albania,ALB,2021-01-10,0.0,0.0,,,,0.0,0.0,,
178,Albania,ALB,2021-01-11,,,,,64.0,,,,22.0
179,Albania,ALB,2021-01-12,128.0,128.0,,,64.0,0.0,0.0,,22.0
180,Albania,ALB,2021-01-13,188.0,188.0,,60.0,63.0,0.01,0.01,,22.0
181,Albania,ALB,2021-01-14,266.0,266.0,,78.0,66.0,0.01,0.01,,23.0
182,Albania,ALB,2021-01-15,308.0,308.0,,42.0,62.0,0.01,0.01,,22.0
183,Albania,ALB,2021-01-16,369.0,369.0,,61.0,62.0,0.01,0.01,,22.0
184,Albania,ALB,2021-01-17,405.0,405.0,,36.0,58.0,0.01,0.01,,20.0
185,Albania,ALB,2021-01-18,447.0,447.0,,42.0,55.0,0.02,0.02,,19.0
186,Albania,ALB,2021-01-19,483.0,483.0,,36.0,51.0,0.02,0.02,,18.0
187,Albania,ALB,2021-01-20,519.0,519.0,,36.0,47.0,0.02,0.02,,16.0
188,Albania,ALB,2021-01-21,549.0,549.0,,30.0,40.0,0.02,0.02,,14.0
189,Albania,ALB,2021-01-22,,,,,34.0,,,,12.0
190,Albania,ALB,2021-01-23,,,,,26.0,,,,9.0
191,Albania,ALB,2021-01-24,,,,,21.0,,,,7.0
192,Albania,ALB,2021-01-25,,,,,15.0,,,,5.0
193,Albania,ALB,2021-01-26,,,,,9.0,,,,3.0
194,Albania,ALB,2021-01-27,,,,,4.0,,,,1.0
195,Albania,ALB,2021-01-28,,,,,0.0,,,,0.0
196,Albania,ALB,2021-01-29,,,,,0.0,,,,0.0
197,Albania,ALB,2021-01-30,,,,,0.0,,,,0.0
198,Albania,ALB,2021-01-31,,,,,0.0,,,,0.0
199,Albania,ALB,2021-02-01,,,,,0.0,,,,0.0
200,Albania,ALB,2021-02-02,550.0,549.0,1.0,,0.0,0.02,0.02,0.0,0.0
201,Albania,ALB,2021-02-03,,,,,12.0,,,,4.0
202,Albania,ALB,2021-02-04,,,,,24.0,,,,8.0
203,Albania,ALB,2021-02-05,,,,,35.0,,,,12.0
204,Albania,ALB,2021-02-06,,,,,47.0,,,,16.0
205,Albania,ALB,2021-02-07,,,,,59.0,,,,21.0
206,Albania,ALB,2021-02-08,,,,,71.0,,,,25.0
207,Albania,ALB,2021-02-09,1127.0,689.0,438.0,,82.0,0.04,0.02,0.02,28.0
208,Albania,ALB,2021-02-10,,,,,81.0,,,,28.0
209,Albania,ALB,2021-02-11,,,,,79.0,,,,27.0
210,Albania,ALB,2021-02-12,,,,,78.0,,,,27.0
211,Albania,ALB,2021-02-13,,,,,76.0,,,,26.0
212,Albania,ALB,2021-02-14,,,,,75.0,,,,26.0
213,Albania,ALB,2021-02-15,,,,,73.0,,,,25.0
214,Albania,ALB,2021-02-16,,,,,72.0,,,,25.0
215,Albania,ALB,2021-02-17,1701.0,1090.0,611.0,,72.0,0.06,0.04,0.02,25.0
216,Albania,ALB,2021-02-18,3049.0,2438.0,611.0,1348.0,254.0,0.11,0.08,0.02,88.0
217,Albania,ALB,2021-02-19,4177.0,,,1128.0,405.0,0.15,,,141.0
218,Albania,ALB,2021-02-20,,,,,516.0,,,,179.0
219,Albania,ALB,2021-02-21,,,,,627.0,,,,218.0
220,Albania,ALB,2021-02-22,6728.0,6073.0,655.0,,739.0,0.23,0.21,0.02,257.0
221,Albania,ALB,2021-02-23,,,,,891.0,,,,310.0
222,Albania,ALB,2021-02-24,,,,,1043.0,,,,362.0
223,Albania,ALB,2021-02-25,10135.0,,,,1012.0,0.35,,,352.0
224,Albania,ALB,2021-02-26,,,,,1000.0,,,,347.0
225,Albania,ALB,2021-02-27,,,,,1027.0,,,,357.0
226,Albania,ALB,2021-02-28,,,,,1054.0,,,,366.0
227,Albania,ALB,2021-03-01,14295.0,,,,1081.0,0.5,,,376.0
228,Albania,ALB,2021-03-02,,,,,1026.0,,,,357.0
229,Albania,ALB,2021-03-03,15793.0,,,,971.0,0.55,,,337.0
230,Albania,ALB,2021-03-04,,,,,927.0,,,,322.0
231,Albania,ALB,2021-03-05,,,,,897.0,,,,312.0
232,Albania,ALB,2021-03-06,,,,,867.0,,,,301.0
233,Albania,ALB,2021-03-07,,,,,838.0,,,,291.0
234,Albania,ALB,2021-03-08,,,,,808.0,,,,281.0
235,Albania,ALB,2021-03-09,,,,,820.0,,,,285.0
236,Albania,ALB,2021-03-10,21613.0,,,,831.0,0.75,,,289.0
237,Albania,ALB,2021-03-11,,,,,857.0,,,,298.0
238,Albania,ALB,2021-03-12,23635.0,,,,883.0,0.82,,,307.0
239,Albania,ALB,2021-03-13,,,,,1042.0,,,,362.0
240,Albania,ALB,2021-03-14,,,,,1201.0,,,,417.0
241,Albania,ALB,2021-03-15,,,,,1361.0,,,,473.0
242,Albania,ALB,2021-03-16,,,,,1520.0,,,,528.0
243,Albania,ALB,2021-03-17,33369.0,,,,1679.0,1.16,,,583.0
244,Albania,ALB,2021-03-18,,,,,1960.0,,,,681.0
245,Albania,ALB,2021-03-19,,,,,2240.0,,,,778.0
246,Albania,ALB,2021-03-20,,,,,2386.0,,,,829.0
247,Albania,ALB,2021-03-21,,,,,2533.0,,,,880.0
248,Albania,ALB,2021-03-22,48229.0,,,,2679.0,1.68,,,931.0
249,Albania,ALB,2021-03-23,51690.0,,,3461.0,2895.0,1.8,,,1006.0
250,Albania,ALB,2021-03-24,53992.0,,,2302.0,2946.0,1.88,,,1024.0
251,Albania,ALB,2021-03-25,59348.0,,,5356.0,3287.0,2.06,,,1142.0
252,Albania,ALB,2021-03-26,62248.0,,,2900.0,3276.0,2.16,,,1138.0
253,Albania,ALB,2021-03-27,64075.0,,,1827.0,3113.0,2.23,,,1082.0
254,Albania,ALB,2021-03-28,78000.0,,,13925.0,4678.0,2.71,,,1626.0
255,Albania,ALB,2021-03-29,,,,,7204.0,,,,2503.0
256,Albania,ALB,2021-03-30,119321.0,,,,9662.0,4.15,,,3357.0
257,Albania,ALB,2021-03-31,138846.0,,,19525.0,12122.0,4.82,,,4212.0
258,Albania,ALB,2021-04-01,155463.0,,,16617.0,13731.0,5.4,,,4771.0
259,Albania,ALB,2021-04-02,172486.0,,,17023.0,15748.0,5.99,,,5472.0
260,Albania,ALB,2021-04-03,185496.0,,,13010.0,17346.0,6.45,,,6028.0
261,Albania,ALB,2021-04-04,192882.0,,,7386.0,16412.0,6.7,,,5703.0
262,Albania,ALB,2021-04-05,206708.0,,,13826.0,15435.0,7.18,,,5363.0
263,Albania,ALB,2021-04-06,221588.0,,,14880.0,14610.0,7.7,,,5077.0
264,Albania,ALB,2021-04-07,232379.0,,,10791.0,13362.0,8.07,,,4643.0
265,Albania,ALB,2021-04-08,242542.0,,,10163.0,12440.0,8.43,,,4323.0
266,Albania,ALB,2021-04-09,250676.0,,,8134.0,11170.0,8.71,,,3881.0
267,Albania,ALB,2021-04-10,256810.0,,,6134.0,10188.0,8.92,,,3540.0
268,Albania,ALB,2021-04-11,,,,,9898.0,,,,3439.0
269,Albania,ALB,2021-04-12,267531.0,,,,8689.0,9.3,,,3019.0
270,Albania,ALB,2021-04-13,281216.0,,,13685.0,8518.0,9.77,,,2960.0
271,Albania,ALB,2021-04-14,,,,,8639.0,,,,3002.0
272,Albania,ALB,2021-04-15,304488.0,,,,8849.0,10.58,,,3075.0
273,Albania,ALB,2021-04-16,314622.0,,,10134.0,9135.0,10.93,,,3174.0
274,Albania,ALB,2021-04-17,324840.0,,,10218.0,9719.0,11.29,,,3377.0
275,Albania,ALB,2021-04-18,332905.0,,,8065.0,10105.0,11.57,,,3511.0
276,Albania,ALB,2021-04-19,345934.0,,,13029.0,11200.0,12.02,,,3892.0
277,Albania,ALB,2021-04-20,350000.0,,,4066.0,9826.0,12.16,,,3414.0
278,Albania,ALB,2021-04-21,372075.0,,,22075.0,11318.0,12.93,,,3933.0
279,Albania,ALB,2021-04-22,382998.0,,,10923.0,11216.0,13.31,,,3897.0
280,Albania,ALB,2021-04-23,391351.0,,,8353.0,10961.0,13.6,,,3809.0
281,Albania,ALB,2021-04-24,400064.0,,,8713.0,10746.0,13.9,,,3734.0
282,Albania,ALB,2021-04-25,,,,,10205.0,,,,3546.0
283,Albania,ALB,2021-04-26,408619.0,,,,8955.0,14.2,,,3112.0
284,Albania,ALB,2021-04-27,416855.0,,,8236.0,9551.0,14.49,,,3319.0
285,Albania,ALB,2021-04-28,433628.0,,,16773.0,8793.0,15.07,,,3055.0
286,Albania,ALB,2021-04-29,453248.0,,,19620.0,10036.0,15.75,,,3487.0
287,Albania,ALB,2021-04-30,476903.0,,,23655.0,12222.0,16.57,,,4247.0
288,Albania,ALB,2021-05-01,494028.0,,,17125.0,13423.0,17.17,,,4664.0
289,Albania,ALB,2021-05-02,,,,,14489.0,,,,5035.0
290,Albania,ALB,2021-05-03,517501.0,,,,15555.0,17.98,,,5405.0
